,address,lat,lng,food_500,convenience_500,hospital_500,sports_500,tour_500,restroom_500,culture_500,dong,s_dong,population,population_day,pop_of_convenience,pop_of_restroom,pop_of_sports,pop_of_tour,pop_of_food,pop_of_culture,pop_of_hospital
200,대한민국 서울특별시 강남구 자곡로 36,37.468196806170816,127.09520322610324,19,4,13,5,0,0,0,세곡,세곡동,326.2406,10.87469,0.36782657712541694,0.0,0.4597832214067712,0.0,1.7471762413457304,0.0,1.195436375657605
201,대한민국 서울특별시 강남구 세곡동 141-4,37.464513321930895,127.10893623341644,20,1,3,2,0,2,0,강남,세곡동,326.2406,10.87469,0.09195664428135424,0.18391328856270847,0.18391328856270847,0.0,1.8391328856270848,0.0,0.2758699328440627
202,대한민국 서울특별시 강남구 도곡동 910-27,37.485744353165394,127.03946656878186,177,12,83,25,0,19,1,강남,도곡동,474.15568,15.80519,0.7592442735582426,1.2021367664672173,1.5817589032463388,0.0,11.198853034984078,0.06327035612985354,5.251439558777845
203,대한민국 서울특별시 강남구 자곡동 56-65,37.47395925929602,127.11095364912198,28,6,6,4,0,1,0,자곡,세곡동,326.2406,10.87469,0.5517398656881254,0.09195664428135424,0.36782657712541694,0.0,2.5747860398779183,0.0,0.5517398656881254
204,대한민국 서울특별시 강남구 삼성로112길 31-14,37.51669616125888,127.05268187820894,122,17,98,37,3,5,0,삼성,삼성동,583.99537,19.46651,0.8732946994607662,0.256851382194343,1.9007002282381382,0.1541108293166058,6.267173725541969,0.0,5.034287091009123
205,대한민국 서울특별시 강남구 세곡동 77-7,37.463805025027504,127.11356760009237,3,0,0,0,0,2,0,세곡,세곡동,326.2406,10.87469,0.0,0.18391328856270847,0.0,0.0,0.2758699328440627,0.0,0.0
206,대한민국 서울특별시 강남구 대치동 972-1,37.50182886960252,127.06201349444468,255,23,48,52,0,3,2,강남,대치동,862.82873,28.76095,0.7996954203529438,0.10430809830690571,1.808007037319699,0.0,8.866188356086985,0.06953873220460381,1.6689295729104914
207,대한민국 서울특별시 강남구 도곡동 466,37.48654825078048,127.05071151965736,98,14,46,16,0,5,1,강남,도곡동,474.15568,15.80519,0.8857849858179497,0.3163517806492677,1.0123256980776567,0.0,6.200494900725648,0.06327035612985354,2.9104363819732635
208,대한민국 서울특별시 강남구 학동로 126,37.5120498018061,127.02492560292605,406,32,112,36,6,9,5,논현,논현동,644.65914,21.48864,1.4891589230402669,0.41882594710507504,1.6753037884203001,0.27921729807005,18.893703836073385,0.2326810817250417,5.212056230640934
209,대한민국 서울특별시 강남구 대치동 영동대로76길 12 2 층 1005-4,37.50634418987171,127.06607631053588,170,17,35,22,6,7,3,대치,대치동,862.82873,28.76095,0.5910792237391324,0.24338556271611334,0.7649260542506419,0.20861619661381142,5.910792237391324,0.10430809830690571,1.2169278135805666
210,대한민국 서울특별시 강남구 대치동 513-3,37.49287429759195,127.06922520454287,38,6,33,19,1,11,1,대치,대치동,862.82873,28.76095,0.20861619661381142,0.38246302712532093,0.6606179559437362,0.034769366102301906,1.3212359118874724,0.034769366102301906,1.1473890813759628
211,대한민국 서울특별시 강남구 자곡로7길 36-2,37.47327829137967,127.09667175941628,7,4,8,4,1,0,0,강남,세곡동,326.2406,10.87469,0.36782657712541694,0.0,0.36782657712541694,0.09195664428135424,0.6436965099694796,0.0,0.7356531542508339
212,대한민국 서울특별시 강남구 대치동 998,37.508993944062674,127.06715440753575,149,15,34,13,6,7,1,강남,대치동,862.82873,28.76095,0.5215404915345285,0.24338556271611334,0.45200175932992476,0.20861619661381142,5.180635549242984,0.034769366102301906,1.1821584474782647
213,대한민국 서울특별시 강남구 광평로 281,37.48792432848293,127.10279664331982,130,11,54,18,0,6,0,수서,수서동,164.57392,5.4858,2.0051770024426703,1.0937329104232747,3.2811987312698236,0.0,23.697546392504282,0.0,9.843596193809471
214,대한민국 서울특별시 강남구 도곡로18길 46,37.48840504094359,127.03819492043488,201,19,92,41,1,14,1,,도곡동,474.15568,15.80519,1.2021367664672173,0.8857849858179497,2.5940846013239955,0.06327035612985354,12.717341582100563,0.06327035612985354,5.820872763946527
215,대한민국 서울특별시 강남구 남부순환로 3032,37.49409921266079,127.06692240441132,68,10,70,13,0,5,1,대치,대치동,862.82873,28.76095,0.347693661023019,0.1738468305115095,0.45200175932992476,0.0,2.3643168949565294,0.034769366102301906,2.433855627161133
216,대한민국 서울특별시 강남구 학동로 503,37.51897245139442,127.05069799953348,134,18,103,37,4,6,0,청담,청담동,308.09127,10.26971,1.7527271948282863,0.5842423982760955,3.6028281227025887,0.3894949321840636,13.048080228166132,0.0,10.029494503739638
217,대한민국 서울특별시 강남구 수서동 737-1,37.48711349408013,127.09727351865332,91,6,33,5,0,4,0,수서,수서동,164.57392,5.4858,1.0937329104232747,0.7291552736155164,0.9114440920193955,0.0,16.588282474752997,0.0,6.01553100732801
218,대한민국 서울특별시 강남구 세곡동 508,37.46456609257424,127.10027424771468,47,4,27,8,0,0,0,세곡,세곡동,326.2406,10.87469,0.36782657712541694,0.0,0.7356531542508339,0.0,4.321962281223649,0.0,2.482829395596564
219,대한민국 서울특별시 강남구 수서동 579-1,37.48201589516804,127.09030164955882,14,4,9,5,0,4,0,강남,수서동,164.57392,5.4858,0.7291552736155164,0.7291552736155164,0.9114440920193955,0.0,2.552043457654307,0.0,1.6405993656349118
220,대한민국 서울특별시 강남구 역삼로14길 6,37.49411776023077,127.03520280601298,629,41,80,81,7,7,2,역삼,역삼동,1170.121,39.00403,1.051173430027615,0.17946863439495866,2.076708483713093,0.17946863439495866,16.126538719204145,0.05127675268427391,2.0510701073709563
221,대한민국 서울특별시 강남구 역삼동 769-12,37.49534952971012,127.03990319498688,375,36,80,59,7,6,1,역삼,역삼동,1170.121,39.00403,0.9229815483169304,0.15383025805282172,1.5126642041860803,0.17946863439495866,9.614391128301358,0.025638376342136955,2.0510701073709563
222,대한민국 서울특별시 강남구 도곡동 464-2,37.48594300248715,127.0488683422534,177,14,61,27,1,5,1,강남,도곡동,474.15568,15.80519,0.8857849858179497,0.3163517806492677,1.708299615506046,0.06327035612985354,11.198853034984078,0.06327035612985354,3.8594917239210664
223,대한민국 서울특별시 강남구 도곡동 467-4,37.49049455834616,127.05517794723372,80,8,66,14,0,5,0,도곡,도곡동,474.15568,15.80519,0.5061628490388284,0.3163517806492677,0.8857849858179497,0.0,5.0616284903882836,0.0,4.175843504570334
224,대한민국 서울특별시 강남구 개포동 167-4 1층 9호,37.48249130610826,127.0613550569998,48,2,23,12,1,7,0,개포,개포동,407.63892,13.58797,0.14718902087655478,0.5151615730679417,0.8831341252593287,0.07359451043827739,3.5325365010373146,0.0,1.69267374008038
225,대한민국 서울특별시 강남구 일원동 643-5,37.492160026030334,127.08736087867824,114,10,24,14,3,5,0,일원,일원동,400.22973,13.34099,0.7495695596803535,0.3747847798401768,1.049397383552495,0.22487086790410607,8.545092980356031,0.0,1.7989669432328486
226,대한민국 서울특별시 강남구 신사동 650-16,37.52329112039497,127.0358795122966,972,30,198,50,3,7,6,신사,신사동,264.60904,8.8203,3.401244855617156,0.7936237996440031,5.6687414260285935,0.3401244855617156,110.20033332199586,0.6802489711234312,22.44821604707323
227,대한민국 경기도 성남시 수정구 신촌동 181-7,37.46064463929962,127.1039011117302,22,2,9,6,0,0,0,강남,세곡동,326.2406,10.87469,0.18391328856270847,0.0,0.5517398656881254,0.0,2.023046174189793,0.0,0.8276097985321881
228,대한민국 서울특별시 강남구 압구정동 445,37.53074036027667,127.02695686397892,77,6,69,15,0,6,0,압구,압구정동,311.07504,10.36917,0.5786384059669192,0.5786384059669192,1.446596014917298,0.0,7.42585954324213,0.0,6.654341668619571
229,대한민국 서울특별시 강남구 수서동 488-2,37.48429427837302,127.09785563241616,42,4,8,4,0,3,0,수서,수서동,164.57392,5.4858,0.7291552736155164,0.5468664552116373,0.7291552736155164,0.0,7.656130372962922,0.0,1.4583105472310327
230,대한민국 서울특별시 강남구 역삼1동 648-15 -dong,37.50042869734962,127.0322082769548,877,60,281,62,25,13,1,역삼,역삼동,1170.121,39.00403,1.5383025805282171,0.3332988924477804,1.589579333212491,0.6409594085534238,22.48485605205411,0.025638376342136955,7.204383752140484
231,대한민국 서울특별시 강남구 도곡로77길 13,37.49921081618902,127.05820992152664,300,34,98,57,1,2,1,대치,대치동,862.82873,28.76095,1.1821584474782647,0.06953873220460381,1.9818538678312085,0.034769366102301906,10.43080983069057,0.034769366102301906,3.4073978780255865
232,대한민국 서울특별시 강남구 압구정동 444,37.53100374844971,127.02722933896268,64,4,36,12,0,6,0,압구,압구정동,311.07504,10.36917,0.38575893731127947,0.5786384059669192,1.1572768119338384,0.0,6.1721429969804715,0.0,3.4718304358015155
233,대한민국 서울특별시 강남구 삼성동 74-14,37.51549564341021,127.0552501200506,219,23,60,28,9,5,0,강남,삼성동,583.99537,19.46651,1.1815163580939778,0.256851382194343,1.4383677402883208,0.4623324879498174,11.250090540112224,0.0,3.082216586332116
234,대한민국 서울특별시 강남구 삼성동 125-22,37.50968218468702,127.053684980457,479,34,105,38,16,7,1,강남,삼성동,583.99537,19.46651,1.7465893989215324,0.3595919350720802,1.9520705046770068,0.8219244230218976,24.60636241421806,0.0513702764388686,5.393879026081203
235,대한민국 서울특별시 강남구 수서동 194-3,37.48468349591628,127.10632110738528,49,4,24,13,0,7,0,수서,수서동,164.57392,5.4858,0.7291552736155164,1.2760217288271536,2.369754639250428,0.0,8.932152101790075,0.0,4.374931641693099
236,대한민국 서울특별시 강남구 율현동 산26,37.4694809048884,127.10619906665715,23,4,6,2,0,1,0,강남,세곡동,326.2406,10.87469,0.36782657712541694,0.09195664428135424,0.18391328856270847,0.0,2.1150028184711474,0.0,0.5517398656881254
237,대한민국 서울특별시 강남구 개포동 산69-4,37.48196565886724,127.0694555832184,1,1,6,1,1,2,0,개포,개포동,407.63892,13.58797,0.07359451043827739,0.14718902087655478,0.07359451043827739,0.07359451043827739,0.07359451043827739,0.0,0.44156706262966433
238,대한민국 서울특별시 엠네트음악방송국,37.52389305696885,127.04404851997542,585,24,211,48,6,6,4,청담,청담동,308.09127,10.26971,2.336969593104382,0.5842423982760955,4.673939186208764,0.5842423982760955,56.9636338319193,0.3894949321840636,20.545857672709356
239,대한민국 서울특별시 강남구 신사동 587-21,37.51985402143307,127.02836066082769,614,31,244,40,25,3,2,논현,논현동,644.65914,21.48864,1.4426227066952586,0.139608649035025,1.8614486538003336,1.1634054086252086,28.57323683583512,0.09307243269001668,11.354836788182034
240,대한민국 서울특별시 강남구 역삼동 819,37.4992554446678,127.02811022862907,628,38,265,35,11,35,3,역삼,역삼동,1170.121,39.00403,0.9742583010012043,0.8973431719747934,0.8973431719747934,0.2820221397635065,16.10090034286201,0.07691512902641086,6.794169730666293
241,대한민국 서울특별시 강남구 591번지 동양빌딩 5층,37.52196066338031,127.02847277133436,658,34,441,62,26,3,4,신사,신사동,264.60904,8.8203,3.8547441696994436,0.3401244855617156,7.029239368275456,2.947745541534869,74.60063716653629,0.4534993140822875,49.998299377572195
242,대한민국 서울특별시 강남구 역삼동 740-6,37.497792659163686,127.03495901878306,858,59,174,84,20,11,4,강남,역삼동,1170.121,39.00403,1.5126642041860803,0.2820221397635065,2.153623612739504,0.5127675268427391,21.997726901553506,0.10255350536854782,4.46107748353183
243,대한민국 서울특별시 강남구 언주로133길 27,37.51594212972937,127.03303952857942,421,24,99,49,10,7,2,논현,논현동,644.65914,21.48864,1.1168691922802,0.3257535144150584,2.2802746009054085,0.4653621634500834,19.59174708124851,0.09307243269001668,4.607085418155825
244,대한민국 서울특별시 강남구 자곡로 3,37.47270773142321,127.1000956441186,41,10,12,4,0,0,0,강남,세곡동,326.2406,10.87469,0.9195664428135424,0.0,0.36782657712541694,0.0,3.7702224155355237,0.0,1.1034797313762508
245,대한민국 서울특별시 강남구 개포동 181,37.48894544995734,127.0625110333453,36,5,40,9,0,4,0,개포,개포동,407.63892,13.58797,0.3679725521913869,0.29437804175310955,0.6623505939444965,0.0,2.649402375777986,0.0,2.9437804175310953
246,대한민국 서울특별시 강남구 대치동 988-17,37.4995445678403,127.06245454524522,222,24,82,55,0,4,1,대치,대치동,862.82873,28.76095,0.8344647864552457,0.13907746440920762,1.9123151356266048,0.0,7.718799274711023,0.034769366102301906,2.8510880203887563
247,대한민국 서울특별시 강남구 헌릉로 571길 20,37.46641595707384,127.10289103893292,56,4,28,10,0,1,0,세곡,세곡동,326.2406,10.87469,0.36782657712541694,0.09195664428135424,0.9195664428135424,0.0,5.149572079755837,0.0,2.5747860398779183
248,대한민국 서울특별시 강남구 세곡동 438-2,37.46852110649315,127.09669930965204,42,4,28,8,0,0,0,세곡,세곡동,326.2406,10.87469,0.36782657712541694,0.0,0.7356531542508339,0.0,3.862179059816878,0.0,2.5747860398779183
249,대한민국 서울특별시 주공4단지,37.484028085585386,127.06879394569404,2,1,5,1,1,2,0,개포,개포동,407.63892,13.58797,0.07359451043827739,0.14718902087655478,0.07359451043827739,0.07359451043827739,0.14718902087655478,0.0,0.3679725521913869
250,대한민국 서울특별시 강남구 자곡동 126-1,37.47943022988695,127.1094679870794,1,4,0,0,0,1,0,자곡,세곡동,326.2406,10.87469,0.36782657712541694,0.09195664428135424,0.0,0.0,0.09195664428135424,0.0,0.0
251,대한민국 서울특별시 강남구 율현동 74-2,37.47155039288149,127.11521636216914,15,1,0,2,0,0,0,율현,세곡동,326.2406,10.87469,0.09195664428135424,0.0,0.18391328856270847,0.0,1.3793496642203136,0.0,0.0
252,대한민국 서울특별시 강남구 세곡동 산50-13,37.46950525059109,127.09488887441746,9,5,12,4,0,0,0,강남,세곡동,326.2406,10.87469,0.4597832214067712,0.0,0.36782657712541694,0.0,0.8276097985321881,0.0,1.1034797313762508
253,대한민국 서울특별시 강남구 개포동 650,37.48609437960176,127.05570346593208,71,9,39,12,0,5,0,강남,개포동,407.63892,13.58797,0.6623505939444965,0.3679725521913869,0.8831341252593287,0.0,5.225210241117694,0.0,2.870185907092818
254,대한민국 서울특별시 강남구 언주로87길 10,37.501628676026336,127.04219845208664,574,53,69,49,50,6,1,역삼,역삼동,1170.121,39.00403,1.3588339461332586,0.15383025805282172,1.2562804407647108,1.2819188171068476,14.716428020386612,0.025638376342136955,1.7690479676074498
255,대한민국 서울특별시 강남구 도곡동 538,37.494786107891024,127.0510456237972,143,19,120,29,0,5,0,강남,도곡동,474.15568,15.80519,1.2021367664672173,0.3163517806492677,1.834840327765753,0.0,9.047660926569058,0.0,7.592442735582426
256,대한민국 서울특별시 강남구 개포동 660-37,37.48062938484037,127.06215561859108,47,2,22,12,2,4,0,개포,개포동,407.63892,13.58797,0.14718902087655478,0.29437804175310955,0.8831341252593287,0.14718902087655478,3.4589419905990373,0.0,1.6190792296421026
257,대한민국 서울특별시 강남구 율현동 511,37.47079947120508,127.10945340120378,18,2,6,3,0,1,0,강남,세곡동,326.2406,10.87469,0.18391328856270847,0.09195664428135424,0.2758699328440627,0.0,1.6552195970643762,0.0,0.5517398656881254
258,대한민국 서울특별시 강남구 세곡동 148-2,37.46330896172603,127.11012718287463,16,0,2,2,0,2,0,세곡,세곡동,326.2406,10.87469,0.0,0.18391328856270847,0.18391328856270847,0.0,1.4713063085016678,0.0,0.18391328856270847
259,대한민국 서울특별시 강남구 개포로 613,37.49219079624194,127.07500047158833,47,12,43,15,1,11,0,일원,일원동,400.22973,13.34099,0.8994834716164243,0.824526515648389,1.1243543395205304,0.07495695596803535,3.522976930497662,0.0,3.2231491066255202
260,대한민국 서울특별시 강남구 개포동 1282-4,37.476667065542806,127.05383485414514,75,13,18,16,0,2,1,개포,개포동,407.63892,13.58797,0.956728635697606,0.14718902087655478,1.1775121670124382,0.0,5.519588282870804,0.07359451043827739,1.324701187888993
261,대한민국 서울특별시 강남구 세곡동 122-4,37.46477645967377,127.10653797309337,32,2,24,9,0,3,0,강남,세곡동,326.2406,10.87469,0.18391328856270847,0.2758699328440627,0.8276097985321881,0.0,2.9426126170033355,0.0,2.2069594627525015
262,대한민국 서울특별시 강남구 대치동 948-2,37.50602497349684,127.06424960292344,314,24,56,29,8,8,2,대치,대치동,862.82873,28.76095,0.8344647864552457,0.27815492881841525,1.0083116169667552,0.27815492881841525,10.917580956122798,0.06953873220460381,1.9470845017289067
263,대한민국 서울특별시 강남구 청담동 70-18,37.52011876058432,127.05458611193238,166,16,67,31,8,4,0,청담,청담동,308.09127,10.26971,1.5579797287362545,0.3894949321840636,3.018585724426493,0.7789898643681272,16.16403968563864,0.0,6.524040114083066
264,대한민국 서울특별시 강남구 역삼동 700,37.50493597760592,127.0416916608356,710,57,51,43,47,4,0,역삼,역삼동,1170.121,39.00403,1.4613874515018064,0.10255350536854782,1.102450182711889,1.205003688080437,18.203247202917236,0.0,1.3075571934489847
265,대한민국 서울특별시 강남구 세곡동 157-5,37.46191138201574,127.10905589673314,18,1,3,2,0,2,0,세곡,세곡동,326.2406,10.87469,0.09195664428135424,0.18391328856270847,0.18391328856270847,0.0,1.6552195970643762,0.0,0.2758699328440627
266,대한민국 서울특별시 강남구 역삼동 603-3,37.50529830306749,127.029507142353,461,37,171,29,23,7,2,역삼,역삼동,1170.121,39.00403,0.9486199246590673,0.17946863439495866,0.7435129139219716,0.5896826558691499,11.819291493725135,0.05127675268427391,4.384162354505419
267,대한민국 서울특별시 강남구 대치동 511-2,37.49597619032753,127.06811860713196,59,8,36,11,1,6,1,대치,대치동,862.82873,28.76095,0.27815492881841525,0.20861619661381142,0.38246302712532093,0.034769366102301906,2.0513926000358125,0.034769366102301906,1.2516971796828686
268,대한민국 서울특별시 강남구 역삼동 741-24,37.49703797667578,127.034761268637,862,55,160,90,20,11,4,역삼,역삼동,1170.121,39.00403,1.4101106988175325,0.2820221397635065,2.307453870792326,0.5127675268427391,22.100280406922053,0.10255350536854782,4.102140214741913
269,대한민국 서울특별시 강남구 도곡동 960-1,37.48681842608419,127.03964119324412,162,13,74,25,0,15,1,도곡,도곡동,474.15568,15.80519,0.8225146296880962,0.9490553419478033,1.5817589032463388,0.0,10.249797693036275,0.06327035612985354,4.682006353609163
270,대한민국 서울특별시 강남구 논현동 65-8,37.519553844863495,127.03078434390274,486,28,176,40,15,4,2,강남,논현동,644.65914,21.48864,1.3030140576602336,0.18614486538003336,1.8614486538003336,0.6980432451751251,22.616601143674053,0.09307243269001668,8.190374076721467
271,대한민국 서울특별시 강남구 청담동 도산대로89길 49,37.5274264752114,127.05263861999576,177,11,19,24,8,1,0,청담,청담동,308.09127,10.26971,1.071111063506175,0.0973737330460159,2.336969593104382,0.7789898643681272,17.235150749144815,0.0,1.8501009278743021
272,대한민국 서울특별시 강남구 자곡동 612,37.47469841937951,127.09249137005314,6,4,8,4,1,0,0,자곡,세곡동,326.2406,10.87469,0.36782657712541694,0.0,0.36782657712541694,0.09195664428135424,0.5517398656881254,0.0,0.7356531542508339
273,대한민국 서울특별시 강남구 자곡동 141-2,37.480507433613454,127.10696168994704,7,1,1,1,0,3,0,자곡,세곡동,326.2406,10.87469,0.09195664428135424,0.2758699328440627,0.09195664428135424,0.0,0.6436965099694796,0.0,0.09195664428135424
274,대한민국 서울특별시 강남구 선릉로133길 15 1 층 101 호,37.51785430039028,127.03951208767624,467,29,153,48,4,6,0,논현,논현동,644.65914,21.48864,1.3495502740052419,0.27921729807005,2.2337383845604,0.18614486538003336,21.732413033118895,0.0,7.120041100786276
275,대한민국 서울특별시 강남구 도곡동 산28-7,37.48971655980059,127.04896923820316,66,12,56,19,1,3,1,강남,도곡동,474.15568,15.80519,0.7592442735582426,0.18981106838956066,1.2021367664672173,0.06327035612985354,4.175843504570334,0.06327035612985354,3.543139943271799
276,대한민국 서울특별시 강남구 역삼2동 707-27,37.50360156825428,127.0471441944747,572,44,165,53,16,5,3,역삼,역삼동,1170.121,39.00403,1.128088559054026,0.12819188171068477,1.3588339461332586,0.4102140214741913,14.665151267702337,0.07691512902641086,4.230332096452598
277,대한민국 서울특별시 강남구 논현동 196,37.50643044454186,127.0277153877142,580,39,167,35,23,6,2,논현,논현동,644.65914,21.48864,1.8149124374553252,0.27921729807005,1.6287675720752919,1.0703329759351918,26.991005480104835,0.09307243269001668,7.771548129616392
278,대한민국 서울특별시 강남구 도곡동 193-59,37.48766927046447,127.04496912097837,147,12,37,28,1,7,2,도곡,도곡동,474.15568,15.80519,0.7592442735582426,0.44289249290897487,1.7715699716358995,0.06327035612985354,9.300742351088472,0.1265407122597071,2.3410031768045814
279,대한민국 서울특별시 강남구 테헤란로 509,37.5075793100292,127.05840203362683,675,36,117,49,15,11,3,삼성,삼성동,583.99537,19.46651,1.8493299517992696,0.5650730408275546,2.5171435455045614,0.770554146583029,34.67493659623631,0.1541108293166058,6.010322343347626
280,대한민국 서울특별시 도곡동 161번지 삼성상가 1층 105호 강남구 서울특별시 KR,37.4884393932382,127.04604371074576,141,14,55,30,1,5,2,도곡,도곡동,474.15568,15.80519,0.8857849858179497,0.3163517806492677,1.8981106838956066,0.06327035612985354,8.92112021430935,0.1265407122597071,3.479869587141945
281,대한민국 서울특별시 타워펠리스,37.48945195491795,127.05272575301562,73,10,52,15,0,3,0,강남,도곡동,474.15568,15.80519,0.6327035612985354,0.18981106838956066,0.9490553419478033,0.0,4.618735997479309,0.0,3.2900585187523848
282,대한민국 서울특별시 역삼동 718-5번지 6호 강남구 서울특별시 KR,37.50116808366835,127.03972427215028,700,60,134,68,59,9,2,역삼,역삼동,1170.121,39.00403,1.5383025805282171,0.2307453870792326,1.743409591265313,1.5126642041860803,17.946863439495868,0.05127675268427391,3.4355424298463517
283,대한민국 서울특별시 강남구 영동대로,37.51223170496618,127.06180016099944,405,29,86,25,17,9,3,삼성,삼성동,583.99537,19.46651,1.4897380167271894,0.4623324879498174,1.284256910971715,0.8732946994607662,20.804961957741785,0.1541108293166058,4.4178437737427
284,대한민국 서울특별시 강남구 개포동 185,37.4879856684581,127.07233206897044,53,6,39,14,0,9,0,강남,개포동,407.63892,13.58797,0.44156706262966433,0.6623505939444965,1.0303231461358835,0.0,3.9005090532287015,0.0,2.870185907092818
285,대한민국 서울특별시 강남구 선릉로100길 1,37.507488089199526,127.04968819761092,410,37,151,37,18,5,3,강남,삼성동,583.99537,19.46651,1.9007002282381382,0.256851382194343,1.9007002282381382,0.9246649758996348,21.061813339936126,0.1541108293166058,7.756911742269159
286,대한민국 서울특별시 강남구 남부순환로 2912,37.49048931813821,127.05664467776202,80,7,58,15,0,5,0,강남,대치동,862.82873,28.76095,0.24338556271611334,0.1738468305115095,0.5215404915345285,0.0,2.781549288184152,0.0,2.0166232339335104
287,대한민국 서울특별시 강남구 선릉로 813,37.52454129458572,127.03944980331862,1078,31,244,49,4,8,5,신사,신사동,264.60904,8.8203,3.514619684137728,0.906998628164575,5.555366597508021,0.4534993140822875,122.21806514517647,0.5668741426028593,27.663458159019537
288,대한민국 서울특별시 강남구 율현동 130-9,37.46762962692236,127.11836649583104,8,1,0,1,0,2,0,율현,세곡동,326.2406,10.87469,0.09195664428135424,0.18391328856270847,0.09195664428135424,0.0,0.7356531542508339,0.0,0.0
289,대한민국 서울특별시 강남구 헌릉로590길 63,37.460978379263885,127.10129759667792,9,2,7,4,0,0,0,세곡,세곡동,326.2406,10.87469,0.18391328856270847,0.0,0.36782657712541694,0.0,0.8276097985321881,0.0,0.6436965099694796
290,대한민국 서울특별시 강남구 압구정동 452,37.52848472525667,127.0282525928106,288,18,337,38,5,6,3,압구,압구정동,311.07504,10.36917,1.7359152179007578,0.5786384059669192,3.664709904457155,0.48219867163909935,27.774643486412124,0.2893192029834596,32.500190468475296
291,대한민국 서울특별시 강남구 개포동 1219,37.47715596607031,127.04887751857744,162,16,44,27,2,13,0,개포,개포동,407.63892,13.58797,1.1775121670124382,0.956728635697606,1.9870517818334894,0.14718902087655478,11.922310691000936,0.0,3.238158459284205
292,대한민국 서울특별시 강남구 대치동 392,37.49521928824813,127.06525482419885,129,15,106,30,0,2,2,강남,대치동,862.82873,28.76095,0.5215404915345285,0.06953873220460381,1.043080983069057,0.0,4.485248227196946,0.06953873220460381,3.6855528068440018
293,대한민국 서울특별시 논현동 140-23번지 1층 강남구 서울특별시 KR,37.50971040885584,127.02366332360783,503,30,114,29,6,9,3,논현,논현동,644.65914,21.48864,1.3960864903502501,0.41882594710507504,1.3495502740052419,0.27921729807005,23.407716821539193,0.139608649035025,5.305128663330951
294,대한민국 서울특별시 강남구 도산대로1길 24,37.51809878868075,127.0200576150474,609,24,249,24,22,12,5,논현,논현동,644.65914,21.48864,1.1168691922802,0.5584345961401,1.1168691922802,1.0237967595901833,28.340555754110078,0.2326810817250417,11.587517869907076
295,대한민국 서울특별시 강남구 삼성동 74-2,37.51832952479087,127.0568381936802,114,15,50,27,5,7,0,강남,삼성동,583.99537,19.46651,0.770554146583029,0.3595919350720802,1.3869974638494522,0.256851382194343,5.8562115140310205,0.0,2.56851382194343
296,대한민국 서울특별시 강남구 압구정동 434,37.52993310258056,127.02474931462837,53,6,83,8,0,8,0,압구,압구정동,311.07504,10.36917,0.5786384059669192,0.7715178746225589,0.7715178746225589,0.0,5.111305919374453,0.0,8.00449794920905
297,대한민국 서울특별시 강남구 일원동 4-12,37.4942694114234,127.09011207666948,27,3,21,5,3,3,0,일원,일원동,400.22973,13.34099,0.22487086790410607,0.22487086790410607,0.3747847798401768,0.22487086790410607,2.023837811136955,0.0,1.5740960753287425
298,대한민국 서울특별시 강남구 율현동 298-3,37.472377192982975,127.1042521901424,59,10,14,2,0,3,0,율현,세곡동,326.2406,10.87469,0.9195664428135424,0.2758699328440627,0.18391328856270847,0.0,5.4254420125999,0.0,1.2873930199389592
299,대한민국 서울특별시 강남구 일원동 690-5,37.48939216937034,127.07816121956787,72,9,69,21,0,5,0,강남,일원동,400.22973,13.34099,0.6746126037123182,0.3747847798401768,1.5740960753287425,0.0,5.396900829698546,0.0,5.17202996179444
300,대한민국 서울특별시 강남구 개포동 1210-8,37.47813561843307,127.0516011524148,136,17,39,25,1,3,0,개포,개포동,407.63892,13.58797,1.2511066774507156,0.22078353131483217,1.8398627609569347,0.07359451043827739,10.008853419605725,0.0,2.870185907092818
301,대한민국 서울특별시 강남구 세곡동 44-6,37.4630792615674,127.11541144036356,0,0,0,0,0,0,0,세곡,세곡동,326.2406,10.87469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,대한민국 서울특별시 강남구 역삼동 725-28,37.49976992685778,127.04030483947612,642,62,121,68,55,11,2,강남,역삼동,1170.121,39.00403,1.589579333212491,0.2820221397635065,1.743409591265313,1.4101106988175325,16.459837611651924,0.05127675268427391,3.1022435373985715
303,대한민국 서울특별시 강남구 논현1동 162-11 논현까치공원,37.50834870392943,127.02514567537028,540,32,185,34,17,8,3,논현,논현동,644.65914,21.48864,1.4891589230402669,0.3722897307600667,1.5822313557302836,0.7911156778651418,25.1295568263045,0.139608649035025,8.609200023826542
304,대한민국 서울특별시 강남구 영동대로138길 12,37.52366547009885,127.05787354379596,121,12,25,24,7,3,0,청담,청담동,308.09127,10.26971,1.168484796552191,0.29212119913804774,2.336969593104382,0.6816161313221113,11.782221698567925,0.0,2.4343433261503975
305,대한민국 서울특별시 강남구 봉은사로49길 47,37.51292034314728,127.04096944161007,331,31,137,40,11,4,2,논현,논현동,644.65914,21.48864,1.4426227066952586,0.18614486538003336,1.8614486538003336,0.5118983797950917,15.403487610197761,0.09307243269001668,6.375461639266143
306,대한민국 서울특별시 삼성동 171-1번지 강남구 서울특별시 KR,37.51202439265223,127.0664375009404,173,16,17,15,6,6,2,강남,삼성동,583.99537,19.46651,0.8219244230218976,0.3082216586332116,0.770554146583029,0.3082216586332116,8.887057823924268,0.1027405528777372,0.8732946994607662
